"","maxm2LAU2","CELLCODE","COMMUNE","m2_sh_of_LAU2","Pop2021EU","SumPop2021EU","Pop2021EU_sh_of_LAU2"
"1760","0706","1kmE4024N2969","Redange",0.0303030303030303,561,3035,0.184843492586491
"1749","0706","1kmE4024N2970","Redange",0.0303030303030303,65,3035,0.0214168039538715
"1753","0706","1kmE4024N2971","Redange",0.0303030303030303,0,3035,0
"1758","0706","1kmE4024N2972","Redange",0.0303030303030303,0,3035,0
"1684","0704","1kmE4024N2973","Rambrouch",0.0111111111111111,0,6322,0
"1709","0704","1kmE4024N2974","Rambrouch",0.0111111111111111,24,6322,0.00379626700411262
"1714","0704","1kmE4024N2975","Rambrouch",0.0111111111111111,261,6322,0.0412844036697248
"1704","0704","1kmE4024N2976","Rambrouch",0.0111111111111111,0,6322,0
"1692","0704","1kmE4024N2977","Rambrouch",0.0111111111111111,0,6322,0
"1679","0704","1kmE4024N2978","Rambrouch",0.0111111111111111,3,6322,0.000474533375514078
"1843","0710","1kmE4024N2979","Wahl",0.0476190476190476,36,1029,0.0349854227405248
"1848","0710","1kmE4024N2980","Wahl",0.0476190476190476,10,1029,0.00971817298347911
"1710","0704","1kmE4024N2981","Rambrouch",0.0111111111111111,0,6322,0
"1915","0802","1kmE4024N2982","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1921","0802","1kmE4024N2983","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1893","0802","1kmE4024N2984","Esch-sur-Sûre",0.0204081632653061,2,2924,0.000683994528043776
"2053","0806","1kmE4024N2985","Lac de la Haute Sûre",0.0175438596491228,84,2224,0.0377697841726619
"2040","0806","1kmE4024N2986","Lac de la Haute Sûre",0.0175438596491228,2,2224,0.000899280575539568
"2031","0806","1kmE4024N2987","Lac de la Haute Sûre",0.0175438596491228,63,2224,0.0283273381294964
"2045","0806","1kmE4024N2988","Lac de la Haute Sûre",0.0175438596491228,0,2224,0
"2019","0806","1kmE4024N2989","Lac de la Haute Sûre",0.0175438596491228,4,2224,0.00179856115107914
"2118","0808","1kmE4024N2990","Winseler",0.0277777777777778,2,1450,0.00137931034482759
"2113","0808","1kmE4024N2991","Winseler",0.0277777777777778,128,1450,0.0882758620689655
"2097","0808","1kmE4024N2992","Winseler",0.0277777777777778,0,1450,0
"2102","0808","1kmE4024N2993","Winseler",0.0277777777777778,7,1450,0.00482758620689655
"2100","0808","1kmE4024N2994","Winseler",0.0277777777777778,13,1450,0.00896551724137931
"1122","0502","1kmE4024N2995","Wincrange",0.0078125,0,4906,0
"1136","0502","1kmE4024N2996","Wincrange",0.0078125,0,4906,0
"1137","0502","1kmE4024N2997","Wincrange",0.0078125,239,4906,0.0487158581328985
"1138","0502","1kmE4024N2998","Wincrange",0.0078125,1,4906,0.000203832042397065
"1139","0502","1kmE4024N2999","Wincrange",0.0078125,0,4906,0
"1076","0502","1kmE4024N3000","Wincrange",0.0078125,0,4906,0
"1114","0502","1kmE4024N3001","Wincrange",0.0078125,0,4906,0
"1128","0502","1kmE4024N3002","Wincrange",0.0078125,5,4906,0.00101916021198532
"1116","0502","1kmE4024N3003","Wincrange",0.0078125,0,4906,0
"465","0213","1kmE4025N2939","Sanem",0.0384615384615385,879,19437,0.0452230282450996
"467","0213","1kmE4025N2940","Sanem",0.0384615384615385,689,19437,0.0354478571796059
"464","0213","1kmE4025N2941","Sanem",0.0384615384615385,929,19437,0.0477954416833874
"468","0213","1kmE4025N2942","Sanem",0.0384615384615385,2280,19437,0.117302052785924
"462","0213","1kmE4025N2943","Sanem",0.0384615384615385,0,19437,0
"478","0213","1kmE4025N2944","Sanem",0.0384615384615385,489,19437,0.0251582034264547
"480","0213","1kmE4025N2945","Sanem",0.0384615384615385,353,19437,0.0181612388743119
"109","0104","1kmE4025N2946","Käerjeng",0.0256410256410256,101,13954,0.00723806793750896
"110","0104","1kmE4025N2947","Käerjeng",0.0256410256410256,2707,13954,0.193994553533037
"112","0104","1kmE4025N2948","Käerjeng",0.0256410256410256,1766,13954,0.126558692847929
"97","0104","1kmE4025N2949","Käerjeng",0.0256410256410256,117,13954,0.00838469256127275
"103","0104","1kmE4025N2950","Käerjeng",0.0256410256410256,4,13954,0.000286656155940949
"99","0104","1kmE4025N2951","Käerjeng",0.0256410256410256,111,13954,0.00795470832736133
"38","0102","1kmE4025N2952","Garnich",0.0476190476190476,0,2034,0
"34","0102","1kmE4025N2953","Garnich",0.0476190476190476,0,2034,0
"20","0102","1kmE4025N2954","Garnich",0.0476190476190476,0,2034,0
"29","0102","1kmE4025N2955","Garnich",0.0476190476190476,16,2034,0.00786627335299902
"215","0110","1kmE4025N2956","Steinfort",0.0588235294117647,292,5916,0.0493576741041244
"205","0110","1kmE4025N2957","Steinfort",0.0588235294117647,373,5916,0.0630493576741041
"204","0110","1kmE4025N2958","Steinfort",0.0588235294117647,1,5916,0.000169033130493577
"214","0110","1kmE4025N2959","Steinfort",0.0588235294117647,0,5916,0
"61","0103","1kmE4025N2960","Habscht",0.0263157894736842,44,5097,0.00863252893859133
"45","0103","1kmE4025N2961","Habscht",0.0263157894736842,15,5097,0.00294290759270159
"62","0103","1kmE4025N2962","Habscht",0.0263157894736842,0,5097,0
"64","0103","1kmE4025N2963","Habscht",0.0263157894736842,0,5097,0
"1590","0701","1kmE4025N2964","Beckerich",0.03125,121,2817,0.042953496627618
"1582","0701","1kmE4025N2965","Beckerich",0.03125,158,2817,0.0560880369187078
"1581","0701","1kmE4025N2966","Beckerich",0.03125,27,2817,0.00958466453674121
"1752","0706","1kmE4025N2967","Redange",0.0303030303030303,0,3035,0
"1751","0706","1kmE4025N2968","Redange",0.0303030303030303,8,3035,0.00263591433278418
"1763","0706","1kmE4025N2969","Redange",0.0303030303030303,817,3035,0.269192751235585
"1759","0706","1kmE4025N2970","Redange",0.0303030303030303,24,3035,0.00790774299835255
"1765","0706","1kmE4025N2971","Redange",0.0303030303030303,130,3035,0.042833607907743
"1762","0706","1kmE4025N2972","Redange",0.0303030303030303,0,3035,0
"1767","0706","1kmE4025N2973","Redange",0.0303030303030303,0,3035,0
"1668","0704","1kmE4025N2974","Rambrouch",0.0111111111111111,8,6322,0.00126542233470421
"1669","0704","1kmE4025N2975","Rambrouch",0.0111111111111111,8,6322,0.00126542233470421
"1670","0704","1kmE4025N2976","Rambrouch",0.0111111111111111,24,6322,0.00379626700411262
"1847","0710","1kmE4025N2977","Wahl",0.0476190476190476,0,1029,0
"1832","0710","1kmE4025N2978","Wahl",0.0476190476190476,0,1029,0
"1829","0710","1kmE4025N2979","Wahl",0.0476190476190476,60,1029,0.0583090379008746
"1834","0710","1kmE4025N2980","Wahl",0.0476190476190476,0,1029,0
"1894","0802","1kmE4025N2981","Esch-sur-Sûre",0.0204081632653061,38,2924,0.0129958960328317
"1887","0802","1kmE4025N2982","Esch-sur-Sûre",0.0204081632653061,184,2924,0.0629274965800274
"1891","0802","1kmE4025N2983","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1911","0802","1kmE4025N2984","Esch-sur-Sûre",0.0204081632653061,220,2924,0.0752393980848153
"2024","0806","1kmE4025N2985","Lac de la Haute Sûre",0.0175438596491228,54,2224,0.0242805755395683
"2034","0806","1kmE4025N2986","Lac de la Haute Sûre",0.0175438596491228,4,2224,0.00179856115107914
"2002","0806","1kmE4025N2987","Lac de la Haute Sûre",0.0175438596491228,1,2224,0.000449640287769784
"2036","0806","1kmE4025N2988","Lac de la Haute Sûre",0.0175438596491228,67,2224,0.0301258992805755
"2041","0806","1kmE4025N2989","Lac de la Haute Sûre",0.0175438596491228,311,2224,0.139838129496403
"2115","0808","1kmE4025N2990","Winseler",0.0277777777777778,0,1450,0
"2107","0808","1kmE4025N2991","Winseler",0.0277777777777778,6,1450,0.00413793103448276
"2095","0808","1kmE4025N2992","Winseler",0.0277777777777778,19,1450,0.0131034482758621
"2110","0808","1kmE4025N2993","Winseler",0.0277777777777778,9,1450,0.00620689655172414
"2098","0808","1kmE4025N2994","Winseler",0.0277777777777778,82,1450,0.056551724137931
"2099","0808","1kmE4025N2995","Winseler",0.0277777777777778,0,1450,0
"1080","0502","1kmE4025N2996","Wincrange",0.0078125,4,4906,0.000815328169588259
"1085","0502","1kmE4025N2997","Wincrange",0.0078125,19,4906,0.00387280880554423
"1083","0502","1kmE4025N2998","Wincrange",0.0078125,0,4906,0
"1124","0502","1kmE4025N2999","Wincrange",0.0078125,91,4906,0.0185487158581329
"1089","0502","1kmE4025N3000","Wincrange",0.0078125,70,4906,0.0142682429677945
"1126","0502","1kmE4025N3001","Wincrange",0.0078125,6,4906,0.00122299225438239
"1067","0502","1kmE4025N3002","Wincrange",0.0078125,14,4906,0.00285364859355891
"1100","0502","1kmE4025N3003","Wincrange",0.0078125,0,4906,0
"1101","0502","1kmE4025N3004","Wincrange",0.0078125,0,4906,0
"466","0213","1kmE4026N2939","Sanem",0.0384615384615385,4,19437,0.000205793075063024
"474","0213","1kmE4026N2940","Sanem",0.0384615384615385,997,19437,0.0512939239594588
"473","0213","1kmE4026N2941","Sanem",0.0384615384615385,2422,19437,0.124607706950661
"475","0213","1kmE4026N2942","Sanem",0.0384615384615385,2185,19437,0.112414467253177
"481","0213","1kmE4026N2943","Sanem",0.0384615384615385,5,19437,0.00025724134382878
"482","0213","1kmE4026N2944","Sanem",0.0384615384615385,111,19437,0.00571075783299892
"470","0213","1kmE4026N2945","Sanem",0.0384615384615385,1803,19437,0.0927612285846581
"113","0104","1kmE4026N2946","Käerjeng",0.0256410256410256,387,13954,0.0277339830872868
"114","0104","1kmE4026N2947","Käerjeng",0.0256410256410256,126,13954,0.00902966891213989
"111","0104","1kmE4026N2948","Käerjeng",0.0256410256410256,577,13954,0.0413501504944819
"116","0104","1kmE4026N2949","Käerjeng",0.0256410256410256,0,13954,0
"98","0104","1kmE4026N2950","Käerjeng",0.0256410256410256,0,13954,0
"26","0102","1kmE4026N2951","Garnich",0.0476190476190476,96,2034,0.0471976401179941
"22","0102","1kmE4026N2952","Garnich",0.0476190476190476,0,2034,0
"27","0102","1kmE4026N2953","Garnich",0.0476190476190476,0,2034,0
"19","0102","1kmE4026N2954","Garnich",0.0476190476190476,190,2034,0.0934119960668633
"200","0110","1kmE4026N2955","Steinfort",0.0588235294117647,348,5916,0.0588235294117647
"202","0110","1kmE4026N2956","Steinfort",0.0588235294117647,1089,5916,0.184077079107505
"201","0110","1kmE4026N2957","Steinfort",0.0588235294117647,1887,5916,0.318965517241379
"199","0110","1kmE4026N2958","Steinfort",0.0588235294117647,993,5916,0.167849898580122
"49","0103","1kmE4026N2959","Habscht",0.0263157894736842,76,5097,0.0149107318030214
"51","0103","1kmE4026N2960","Habscht",0.0263157894736842,777,5097,0.152442613301942
"59","0103","1kmE4026N2961","Habscht",0.0263157894736842,689,5097,0.13517755542476
"41","0103","1kmE4026N2962","Habscht",0.0263157894736842,151,5097,0.0296252697665293
"1591","0701","1kmE4026N2963","Beckerich",0.03125,0,2817,0
"1587","0701","1kmE4026N2964","Beckerich",0.03125,280,2817,0.0993965211217607
"1584","0701","1kmE4026N2965","Beckerich",0.03125,111,2817,0.0394036208732694
"1574","0701","1kmE4026N2966","Beckerich",0.03125,28,2817,0.00993965211217607
"1776","0706","1kmE4026N2967","Redange",0.0303030303030303,51,3035,0.0168039538714992
"1756","0706","1kmE4026N2968","Redange",0.0303030303030303,430,3035,0.14168039538715
"1770","0706","1kmE4026N2969","Redange",0.0303030303030303,4,3035,0.00131795716639209
"1755","0706","1kmE4026N2970","Redange",0.0303030303030303,0,3035,0
"1757","0706","1kmE4026N2971","Redange",0.0303030303030303,311,3035,0.102471169686985
"1746","0706","1kmE4026N2972","Redange",0.0303030303030303,9,3035,0.00296540362438221
"1610","0702","1kmE4026N2973","Préizerdaul",0.0666666666666667,0,1768,0
"1597","0702","1kmE4026N2974","Préizerdaul",0.0666666666666667,0,1768,0
"1606","0702","1kmE4026N2975","Préizerdaul",0.0666666666666667,0,1768,0
"1840","0710","1kmE4026N2976","Wahl",0.0476190476190476,0,1029,0
"1833","0710","1kmE4026N2977","Wahl",0.0476190476190476,316,1029,0.30709426627794
"1845","0710","1kmE4026N2978","Wahl",0.0476190476190476,74,1029,0.0719144800777454
"1839","0710","1kmE4026N2979","Wahl",0.0476190476190476,35,1029,0.0340136054421769
"1842","0710","1kmE4026N2980","Wahl",0.0476190476190476,17,1029,0.0165208940719145
"1831","0710","1kmE4026N2981","Wahl",0.0476190476190476,102,1029,0.0991253644314869
"1837","0710","1kmE4026N2982","Wahl",0.0476190476190476,0,1029,0
"1934","0802","1kmE4026N2983","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1918","0802","1kmE4026N2984","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1923","0802","1kmE4026N2985","Esch-sur-Sûre",0.0204081632653061,9,2924,0.00307797537619699
"2000","0806","1kmE4026N2986","Lac de la Haute Sûre",0.0175438596491228,204,2224,0.091726618705036
"2023","0806","1kmE4026N2987","Lac de la Haute Sûre",0.0175438596491228,76,2224,0.0341726618705036
"2037","0806","1kmE4026N2988","Lac de la Haute Sûre",0.0175438596491228,0,2224,0
"2043","0806","1kmE4026N2989","Lac de la Haute Sûre",0.0175438596491228,0,2224,0
"2058","0807","1kmE4026N2990","Wiltz",0.025,0,7730,0
"2125","0808","1kmE4026N2991","Winseler",0.0277777777777778,0,1450,0
"2119","0808","1kmE4026N2992","Winseler",0.0277777777777778,157,1450,0.108275862068966
"2120","0808","1kmE4026N2993","Winseler",0.0277777777777778,5,1450,0.00344827586206897
"2121","0808","1kmE4026N2994","Winseler",0.0277777777777778,0,1450,0
"1094","0502","1kmE4026N2995","Wincrange",0.0078125,0,4906,0
"1081","0502","1kmE4026N2996","Wincrange",0.0078125,144,4906,0.0293518141051773
"1056","0502","1kmE4026N2997","Wincrange",0.0078125,194,4906,0.0395434162250306
"1071","0502","1kmE4026N2998","Wincrange",0.0078125,1,4906,0.000203832042397065
"1072","0502","1kmE4026N2999","Wincrange",0.0078125,22,4906,0.00448430493273543
"1073","0502","1kmE4026N3000","Wincrange",0.0078125,35,4906,0.00713412148389727
"1111","0502","1kmE4026N3001","Wincrange",0.0078125,0,4906,0
"1112","0502","1kmE4026N3002","Wincrange",0.0078125,163,4906,0.0332246229107216
"1140","0502","1kmE4026N3003","Wincrange",0.0078125,52,4906,0.0105992662046474
"1176","0502","1kmE4026N3004","Wincrange",0.0078125,0,4906,0
"1181","0502","1kmE4026N3005","Wincrange",0.0078125,29,4906,0.00591112922951488
"1143","0502","1kmE4026N3006","Wincrange",0.0078125,19,4906,0.00387280880554423
"303","0204","1kmE4027N2939","Esch-sur-Alzette",0.0625,82,37827,0.00216776376662173
"297","0204","1kmE4027N2940","Esch-sur-Alzette",0.0625,2388,37827,0.0631295106669839
"486","0213","1kmE4027N2941","Sanem",0.0384615384615385,3090,19437,0.158975150486186
"477","0213","1kmE4027N2942","Sanem",0.0384615384615385,1403,19437,0.0721819210783557
"485","0213","1kmE4027N2943","Sanem",0.0384615384615385,578,19437,0.029737099346607
"469","0213","1kmE4027N2944","Sanem",0.0384615384615385,59,19437,0.00303544785717961
"472","0213","1kmE4027N2945","Sanem",0.0384615384615385,76,19437,0.00391006842619746
"487","0213","1kmE4027N2946","Sanem",0.0384615384615385,0,19437,0
"115","0104","1kmE4027N2947","Käerjeng",0.0256410256410256,0,13954,0
"12","0101","1kmE4027N2948","Dippach",0.0555555555555556,96,4648,0.0206540447504303
"14","0101","1kmE4027N2949","Dippach",0.0555555555555556,0,4648,0
"2","0101","1kmE4027N2950","Dippach",0.0555555555555556,98,4648,0.0210843373493976
"24","0102","1kmE4027N2951","Garnich",0.0476190476190476,28,2034,0.0137659783677483
"28","0102","1kmE4027N2952","Garnich",0.0476190476190476,11,2034,0.00540806293018682
"30","0102","1kmE4027N2953","Garnich",0.0476190476190476,0,2034,0
"31","0102","1kmE4027N2954","Garnich",0.0476190476190476,0,2034,0
"213","0110","1kmE4027N2955","Steinfort",0.0588235294117647,0,5916,0
"210","0110","1kmE4027N2956","Steinfort",0.0588235294117647,612,5916,0.103448275862069
"207","0110","1kmE4027N2957","Steinfort",0.0588235294117647,131,5916,0.0221433400946586
"154","0106","1kmE4027N2958","Koerich",0.0555555555555556,15,2668,0.00562218890554723
"153","0106","1kmE4027N2959","Koerich",0.0555555555555556,47,2668,0.017616191904048
"46","0103","1kmE4027N2960","Habscht",0.0263157894736842,18,5097,0.00353148911124191
"43","0103","1kmE4027N2961","Habscht",0.0263157894736842,123,5097,0.024131842260153
"42","0103","1kmE4027N2962","Habscht",0.0263157894736842,0,5097,0
"1781","0707","1kmE4027N2963","Saeul",0.0625,0,962,0
"1575","0701","1kmE4027N2964","Beckerich",0.03125,227,2817,0.0805821796237132
"1576","0701","1kmE4027N2965","Beckerich",0.03125,0,2817,0
"1573","0701","1kmE4027N2966","Beckerich",0.03125,315,2817,0.111821086261981
"1579","0701","1kmE4027N2967","Beckerich",0.03125,202,2817,0.0717074902378417
"1775","0706","1kmE4027N2968","Redange",0.0303030303030303,4,3035,0.00131795716639209
"1773","0706","1kmE4027N2969","Redange",0.0303030303030303,0,3035,0
"1754","0706","1kmE4027N2970","Redange",0.0303030303030303,181,3035,0.0596375617792422
"1750","0706","1kmE4027N2971","Redange",0.0303030303030303,5,3035,0.00164744645799012
"1604","0702","1kmE4027N2972","Préizerdaul",0.0666666666666667,0,1768,0
"1608","0702","1kmE4027N2973","Préizerdaul",0.0666666666666667,0,1768,0
"1605","0702","1kmE4027N2974","Préizerdaul",0.0666666666666667,20,1768,0.0113122171945701
"1607","0702","1kmE4027N2975","Préizerdaul",0.0666666666666667,0,1768,0
"1849","0710","1kmE4027N2976","Wahl",0.0476190476190476,0,1029,0
"1835","0710","1kmE4027N2977","Wahl",0.0476190476190476,25,1029,0.0242954324586978
"1838","0710","1kmE4027N2978","Wahl",0.0476190476190476,0,1029,0
"1846","0710","1kmE4027N2979","Wahl",0.0476190476190476,239,1029,0.232264334305151
"1841","0710","1kmE4027N2980","Wahl",0.0476190476190476,0,1029,0
"1927","0802","1kmE4027N2981","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1933","0802","1kmE4027N2982","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1917","0802","1kmE4027N2983","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"1910","0802","1kmE4027N2984","Esch-sur-Sûre",0.0204081632653061,0,2924,0
"2044","0806","1kmE4027N2985","Lac de la Haute Sûre",0.0175438596491228,0,2224,0
"2035","0806","1kmE4027N2986","Lac de la Haute Sûre",0.0175438596491228,66,2224,0.0296762589928058
"2052","0806","1kmE4027N2987","Lac de la Haute Sûre",0.0175438596491228,0,2224,0
"2054","0806","1kmE4027N2988","Lac de la Haute Sûre",0.0175438596491228,0,2224,0
"2063","0807","1kmE4027N2989","Wiltz",0.025,0,7730,0
"2055","0807","1kmE4027N2990","Wiltz",0.025,0,7730,0
"2075","0807","1kmE4027N2991","Wiltz",0.025,9,7730,0.00116429495472186
"2101","0808","1kmE4027N2992","Winseler",0.0277777777777778,0,1450,0
"2109","0808","1kmE4027N2993","Winseler",0.0277777777777778,336,1450,0.231724137931034
"2096","0808","1kmE4027N2994","Winseler",0.0277777777777778,0,1450,0
"1079","0502","1kmE4027N2995","Wincrange",0.0078125,0,4906,0
"1120","0502","1kmE4027N2996","Wincrange",0.0078125,0,4906,0
"1121","0502","1kmE4027N2997","Wincrange",0.0078125,115,4906,0.0234406848756625
"1095","0502","1kmE4027N2998","Wincrange",0.0078125,0,4906,0
"1096","0502","1kmE4027N2999","Wincrange",0.0078125,0,4906,0
"1097","0502","1kmE4027N3000","Wincrange",0.0078125,194,4906,0.0395434162250306
"1102","0502","1kmE4027N3001","Wincrange",0.0078125,31,4906,0.00631879331430901
"1099","0502","1kmE4027N3002","Wincrange",0.0078125,16,4906,0.00326131267835304
"1113","0502","1kmE4027N3003","Wincrange",0.0078125,0,4906,0
"1077","0502","1kmE4027N3004","Wincrange",0.0078125,0,4906,0
"1059","0502","1kmE4027N3005","Wincrange",0.0078125,0,4906,0
"1078","0502","1kmE4027N3006","Wincrange",0.0078125,0,4906,0
"1104","0502","1kmE4027N3007","Wincrange",0.0078125,0,4906,0
"1082","0502","1kmE4027N3008","Wincrange",0.0078125,0,4906,0
"305","0204","1kmE4028N2938","Esch-sur-Alzette",0.0625,126,37827,0.00333095408041875
"308","0204","1kmE4028N2939","Esch-sur-Alzette",0.0625,222,37827,0.00586882385597589
"306","0204","1kmE4028N2940","Esch-sur-Alzette",0.0625,837,37827,0.0221270521056388
