DATAFLOW,FREQ: Fréquence,SPECIFICATION: Spécification,TIME_PERIOD: Période,OBS_VALUE,NOTE_YEAR_2: Note année 2,NOTE_YEAR_1: Note année 1,NOTE_SPECIFICATION_2: Note spécification 2,NOTE_SPECIFICATION_1: Note spécification 1,OBS_STATUS: Statut d'observation,DECIMALS: Décimales
LU1:DF_X021(1.0),A: Annuelle,CM09005: Kehlen,2022,6183,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09005: Kehlen,2023,6391,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10012: Rumelange,2015,5338,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10012: Rumelange,2016,5422,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10012: Rumelange,2017,5573,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10012: Rumelange,2018,5545,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10012: Rumelange,2019,5608,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10012: Rumelange,2020,5604,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10012: Rumelange,2021,5613,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10012: Rumelange,2022,5685,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10012: Rumelange,2023,5692,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11007: Schuttrange,2015,4033,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11007: Schuttrange,2016,4147,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11007: Schuttrange,2017,4028,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11007: Schuttrange,2018,4156,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11007: Schuttrange,2019,4166,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11007: Schuttrange,2020,4274,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11007: Schuttrange,2021,4272,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11007: Schuttrange,2022,4318,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11007: Schuttrange,2023,4387,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12003: Fischbach,2015,1139,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12003: Fischbach,2016,1174,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12003: Fischbach,2017,1195,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12003: Fischbach,2018,1236,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12003: Fischbach,2019,1239,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12003: Fischbach,2020,1215,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12003: Fischbach,2021,1238,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12003: Fischbach,2022,1256,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12003: Fischbach,2023,1308,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02007: Mertzig,2015,1998,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02007: Mertzig,2016,2080,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02007: Mertzig,2017,2115,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02007: Mertzig,2018,2212,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02007: Mertzig,2019,2251,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02007: Mertzig,2020,2293,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02007: Mertzig,2021,2285,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02007: Mertzig,2022,2306,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02007: Mertzig,2023,2370,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05001: Boulaide,2015,1091,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05001: Boulaide,2016,1122,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05001: Boulaide,2017,1223,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05001: Boulaide,2018,1256,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05001: Boulaide,2019,1307,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05001: Boulaide,2020,1344,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05001: Boulaide,2021,1391,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05001: Boulaide,2022,1441,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05001: Boulaide,2023,1499,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07004: Grevenmacher,2015,4751,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07004: Grevenmacher,2016,4794,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07004: Grevenmacher,2017,4923,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07004: Grevenmacher,2018,4921,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07004: Grevenmacher,2019,4904,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07004: Grevenmacher,2020,4936,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07004: Grevenmacher,2021,4981,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07004: Grevenmacher,2022,5022,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07004: Grevenmacher,2023,5092,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT08: Canton Remich,2015,20520,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT08: Canton Remich,2016,20983,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT08: Canton Remich,2017,21987,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT08: Canton Remich,2018,22366,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT08: Canton Remich,2019,22806,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT08: Canton Remich,2020,23244,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT08: Canton Remich,2021,23529,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT08: Canton Remich,2022,23717,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT08: Canton Remich,2023,24186,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08006: Schengen,2015,4459,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08006: Schengen,2016,4615,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08006: Schengen,2017,4805,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08006: Schengen,2018,4812,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08006: Schengen,2019,4833,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08006: Schengen,2020,4924,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08006: Schengen,2021,4956,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08006: Schengen,2022,5090,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08006: Schengen,2023,5196,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09002: Garnich,2015,1991,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09002: Garnich,2016,2043,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09002: Garnich,2017,2099,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09002: Garnich,2018,2129,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09002: Garnich,2019,2167,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09002: Garnich,2020,2193,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09002: Garnich,2021,2221,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09002: Garnich,2022,2253,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09002: Garnich,2023,2289,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11001: Bertrange,2015,6869,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11001: Bertrange,2016,7387,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11001: Bertrange,2017,7999,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11001: Bertrange,2018,8157,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11001: Bertrange,2019,8282,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11001: Bertrange,2020,8432,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11001: Bertrange,2021,8472,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11001: Bertrange,2022,8530,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11001: Bertrange,2023,8668,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12007: Lintgen,2015,2798,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12007: Lintgen,2016,2811,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12007: Lintgen,2017,2902,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12007: Lintgen,2018,3039,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12007: Lintgen,2019,3108,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12007: Lintgen,2020,3155,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12007: Lintgen,2021,3235,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12007: Lintgen,2022,3398,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12007: Lintgen,2023,3436,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01002: Parc Hosingen,2015,3297,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01002: Parc Hosingen,2016,3350,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01002: Parc Hosingen,2017,3434,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01002: Parc Hosingen,2018,3495,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01002: Parc Hosingen,2019,3591,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01002: Parc Hosingen,2020,3669,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01002: Parc Hosingen,2021,3732,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01002: Parc Hosingen,2022,3853,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01002: Parc Hosingen,2023,4036,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04002: Tandel,2015,1889,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04002: Tandel,2016,1943,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04002: Tandel,2017,2031,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04002: Tandel,2018,2048,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04002: Tandel,2019,2083,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04002: Tandel,2020,2222,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04002: Tandel,2021,2214,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04002: Tandel,2022,2194,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04002: Tandel,2023,2238,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07005: Junglinster,2015,7094,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07005: Junglinster,2016,7261,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07005: Junglinster,2017,7537,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07005: Junglinster,2018,7613,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07005: Junglinster,2019,7802,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07005: Junglinster,2020,8090,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07005: Junglinster,2021,8233,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07005: Junglinster,2022,8470,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07005: Junglinster,2023,8622,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08002: Dalheim,2015,2033,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08002: Dalheim,2016,2045,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08002: Dalheim,2017,2148,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08002: Dalheim,2018,2262,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08002: Dalheim,2019,2325,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08002: Dalheim,2020,2356,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08002: Dalheim,2021,2358,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08002: Dalheim,2022,2385,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08002: Dalheim,2023,2408,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09009: Steinfort,2015,4682,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09009: Steinfort,2016,4762,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09009: Steinfort,2017,5081,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09009: Steinfort,2018,5126,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09009: Steinfort,2019,5281,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09009: Steinfort,2020,5459,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09009: Steinfort,2021,5617,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09009: Steinfort,2022,5754,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09009: Steinfort,2023,5871,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10001: Bettembourg,2015,10178,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10001: Bettembourg,2016,10400,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10001: Bettembourg,2017,10736,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10001: Bettembourg,2018,11003,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10001: Bettembourg,2019,11197,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10001: Bettembourg,2020,11319,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10001: Bettembourg,2021,11374,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10001: Bettembourg,2022,11405,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10001: Bettembourg,2023,11422,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10007: Leudelange,2015,2400,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10007: Leudelange,2016,2445,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10007: Leudelange,2017,2596,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10007: Leudelange,2018,2579,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10007: Leudelange,2019,2668,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10007: Leudelange,2020,2702,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10007: Leudelange,2021,2704,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10007: Leudelange,2022,2710,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10007: Leudelange,2023,2766,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10008: Mondercange,2015,6420,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10008: Mondercange,2016,6510,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10008: Mondercange,2017,6708,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10008: Mondercange,2018,6936,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10008: Mondercange,2019,6959,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10008: Mondercange,2020,7007,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10008: Mondercange,2021,6982,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10008: Mondercange,2022,6964,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10008: Mondercange,2023,7119,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10009: Pétange,2015,17582,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10009: Pétange,2016,17973,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10009: Pétange,2017,18238,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10009: Pétange,2018,18688,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10009: Pétange,2019,19154,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10009: Pétange,2020,19574,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10009: Pétange,2021,20084,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10009: Pétange,2022,20408,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10009: Pétange,2023,20563,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12009: Mersch,2015,8841,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12009: Mersch,2016,9046,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12009: Mersch,2017,9195,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12009: Mersch,2018,9440,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12009: Mersch,2019,9643,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12009: Mersch,2020,9816,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12009: Mersch,2021,10018,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12009: Mersch,2022,10167,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12009: Mersch,2023,10393,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT04: Canton Vianden,2015,4847,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT04: Canton Vianden,2016,4951,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT04: Canton Vianden,2017,5162,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT04: Canton Vianden,2018,5163,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT04: Canton Vianden,2019,5288,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT04: Canton Vianden,2020,5510,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT04: Canton Vianden,2021,5482,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT04: Canton Vianden,2022,5516,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT04: Canton Vianden,2023,5594,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05005: Lac de la Haute-Sûre,2015,1707,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05005: Lac de la Haute-Sûre,2016,1722,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05005: Lac de la Haute-Sûre,2017,1860,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05005: Lac de la Haute-Sûre,2018,1912,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05005: Lac de la Haute-Sûre,2019,1952,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05005: Lac de la Haute-Sûre,2020,2013,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05005: Lac de la Haute-Sûre,2021,2084,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05005: Lac de la Haute-Sûre,2022,2175,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05005: Lac de la Haute-Sûre,2023,2253,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,LU: Grand-Duché de Luxembourg,2015,562958,,,"LU: Jusqu'en 1970 et pour les années 1981, 1991, 2001 et 2011 : date du recensement général de la population. Pour les autres années: situation au 1er janvier. Rupture de séries: à partir de 1821, Source: STATEC à partir de 2017, Source: STATEC et CTIE",,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,LU: Grand-Duché de Luxembourg,2016,576249,,,"LU: Jusqu'en 1970 et pour les années 1981, 1991, 2001 et 2011 : date du recensement général de la population. Pour les autres années: situation au 1er janvier. Rupture de séries: à partir de 1821, Source: STATEC à partir de 2017, Source: STATEC et CTIE",,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,LU: Grand-Duché de Luxembourg,2017,590667,,,"LU: Jusqu'en 1970 et pour les années 1981, 1991, 2001 et 2011 : date du recensement général de la population. Pour les autres années: situation au 1er janvier. Rupture de séries: à partir de 1821, Source: STATEC à partir de 2017, Source: STATEC et CTIE",,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,LU: Grand-Duché de Luxembourg,2018,602005,,,"LU: Jusqu'en 1970 et pour les années 1981, 1991, 2001 et 2011 : date du recensement général de la population. Pour les autres années: situation au 1er janvier. Rupture de séries: à partir de 1821, Source: STATEC à partir de 2017, Source: STATEC et CTIE",,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,LU: Grand-Duché de Luxembourg,2019,613894,,,"LU: Jusqu'en 1970 et pour les années 1981, 1991, 2001 et 2011 : date du recensement général de la population. Pour les autres années: situation au 1er janvier. Rupture de séries: à partir de 1821, Source: STATEC à partir de 2017, Source: STATEC et CTIE",,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,LU: Grand-Duché de Luxembourg,2020,626108,,,"LU: Jusqu'en 1970 et pour les années 1981, 1991, 2001 et 2011 : date du recensement général de la population. Pour les autres années: situation au 1er janvier. Rupture de séries: à partir de 1821, Source: STATEC à partir de 2017, Source: STATEC et CTIE",,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,LU: Grand-Duché de Luxembourg,2021,634730,,,"LU: Jusqu'en 1970 et pour les années 1981, 1991, 2001 et 2011 : date du recensement général de la population. Pour les autres années: situation au 1er janvier. Rupture de séries: à partir de 1821, Source: STATEC à partir de 2017, Source: STATEC et CTIE",,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,LU: Grand-Duché de Luxembourg,2022,645397,,,"LU: Jusqu'en 1970 et pour les années 1981, 1991, 2001 et 2011 : date du recensement général de la population. Pour les autres années: situation au 1er janvier. Rupture de séries: à partir de 1821, Source: STATEC à partir de 2017, Source: STATEC et CTIE",,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,LU: Grand-Duché de Luxembourg,2023,660809,,,"LU: Jusqu'en 1970 et pour les années 1981, 1991, 2001 et 2011 : date du recensement général de la population. Pour les autres années: situation au 1er janvier. Rupture de séries: à partir de 1821, Source: STATEC à partir de 2017, Source: STATEC et CTIE",,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09003: Habscht,2015,4205,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09003: Habscht,2016,4247,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09003: Habscht,2017,4330,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09003: Habscht,2018,4426,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09003: Habscht,2019,4528,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09003: Habscht,2020,4730,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09003: Habscht,2021,4803,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09003: Habscht,2022,4946,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09003: Habscht,2023,4992,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10011: Roeser,2015,5736,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10011: Roeser,2016,5891,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10011: Roeser,2017,6125,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10011: Roeser,2018,6278,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10011: Roeser,2019,6459,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10011: Roeser,2020,6551,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10011: Roeser,2021,6560,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10011: Roeser,2022,6605,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10011: Roeser,2023,6657,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10014: Schifflange,2015,9689,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10014: Schifflange,2016,9924,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10014: Schifflange,2017,10379,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10014: Schifflange,2018,10750,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10014: Schifflange,2019,11180,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10014: Schifflange,2020,11293,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10014: Schifflange,2021,11291,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10014: Schifflange,2022,11141,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10014: Schifflange,2023,11363,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT02: Canton Diekirch,2015,31024,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT02: Canton Diekirch,2016,31819,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT02: Canton Diekirch,2017,32244,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT02: Canton Diekirch,2018,32543,,,,,,0: Zéro
