DATAFLOW,FREQ: Fréquence,SPECIFICATION: Spécification,TIME_PERIOD: Période,OBS_VALUE,NOTE_YEAR_2: Note année 2,NOTE_YEAR_1: Note année 1,NOTE_SPECIFICATION_2: Note spécification 2,NOTE_SPECIFICATION_1: Note spécification 1,OBS_STATUS: Statut d'observation,DECIMALS: Décimales
LU1:DF_X021(1.0),A: Annuelle,CT02: Canton Diekirch,2019,33216,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT02: Canton Diekirch,2020,33782,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT02: Canton Diekirch,2021,33944,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT02: Canton Diekirch,2022,34309,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT02: Canton Diekirch,2023,35150,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04001: Putscheid,2015,1070,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04001: Putscheid,2016,1090,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04001: Putscheid,2017,1123,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04001: Putscheid,2018,1100,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04001: Putscheid,2019,1125,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04001: Putscheid,2020,1150,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04001: Putscheid,2021,1107,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04001: Putscheid,2022,1132,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04001: Putscheid,2023,1153,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07006: Manternach,2015,1885,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07006: Manternach,2016,1916,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07006: Manternach,2017,2068,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07006: Manternach,2018,2127,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07006: Manternach,2019,2163,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07006: Manternach,2020,2181,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07006: Manternach,2021,2216,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07006: Manternach,2022,2249,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM07006: Manternach,2023,2298,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT09: Canton Capellen,2015,44509,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT09: Canton Capellen,2016,45276,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT09: Canton Capellen,2017,47209,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT09: Canton Capellen,2018,48187,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT09: Canton Capellen,2019,49066,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT09: Canton Capellen,2020,50094,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT09: Canton Capellen,2021,50733,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT09: Canton Capellen,2022,51691,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT09: Canton Capellen,2023,52828,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10003: Dudelange,2015,19734,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10003: Dudelange,2016,20003,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10003: Dudelange,2017,20480,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10003: Dudelange,2018,20869,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10003: Dudelange,2019,21087,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10003: Dudelange,2020,21291,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10003: Dudelange,2021,21513,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10003: Dudelange,2022,21583,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10003: Dudelange,2023,21953,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10013: Sanem,2015,15415,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10013: Sanem,2016,15748,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10013: Sanem,2017,16136,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10013: Sanem,2018,16780,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10013: Sanem,2019,17277,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10013: Sanem,2020,17550,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10013: Sanem,2021,17895,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10013: Sanem,2022,17949,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10013: Sanem,2023,18333,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11009: Strassen,2015,8026,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11009: Strassen,2016,8497,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11009: Strassen,2017,8828,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11009: Strassen,2018,9232,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11009: Strassen,2019,9589,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11009: Strassen,2020,9888,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11009: Strassen,2021,10249,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11009: Strassen,2022,10320,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11009: Strassen,2023,10538,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01003: Troisvierges,2015,3039,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01003: Troisvierges,2016,3112,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01003: Troisvierges,2017,3141,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01003: Troisvierges,2018,3179,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01003: Troisvierges,2019,3201,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01003: Troisvierges,2020,3296,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01003: Troisvierges,2021,3367,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01003: Troisvierges,2022,3465,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01003: Troisvierges,2023,3513,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04003: Vianden,2015,1888,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04003: Vianden,2016,1918,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04003: Vianden,2017,2008,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04003: Vianden,2018,2015,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04003: Vianden,2019,2080,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04003: Vianden,2020,2138,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04003: Vianden,2021,2161,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04003: Vianden,2022,2190,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM04003: Vianden,2023,2203,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08004: Mondorf-les-Bains,2015,4651,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08004: Mondorf-les-Bains,2016,4800,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08004: Mondorf-les-Bains,2017,4999,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08004: Mondorf-les-Bains,2018,5082,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08004: Mondorf-les-Bains,2019,5273,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08004: Mondorf-les-Bains,2020,5359,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08004: Mondorf-les-Bains,2021,5404,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08004: Mondorf-les-Bains,2022,5436,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM08004: Mondorf-les-Bains,2023,5424,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09004: Käerjeng,2015,9979,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09004: Käerjeng,2016,10033,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09004: Käerjeng,2017,10232,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09004: Käerjeng,2018,10294,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09004: Käerjeng,2019,10409,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09004: Käerjeng,2020,10464,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09004: Käerjeng,2021,10517,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09004: Käerjeng,2022,10775,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM09004: Käerjeng,2023,11015,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10002: Differdange,2015,24304,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10002: Differdange,2016,24805,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10002: Differdange,2017,25402,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10002: Differdange,2018,26193,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10002: Differdange,2019,26796,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10002: Differdange,2020,27409,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10002: Differdange,2021,27869,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10002: Differdange,2022,28641,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10002: Differdange,2023,29536,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11006: Sandweiler,2015,3478,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11006: Sandweiler,2016,3450,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11006: Sandweiler,2017,3592,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11006: Sandweiler,2018,3642,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11006: Sandweiler,2019,3676,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11006: Sandweiler,2020,3698,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11006: Sandweiler,2021,3659,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11006: Sandweiler,2022,3712,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11006: Sandweiler,2023,3751,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12010: Nommern,2015,1313,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12010: Nommern,2016,1331,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12010: Nommern,2017,1393,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12010: Nommern,2018,1381,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12010: Nommern,2019,1421,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12010: Nommern,2020,1401,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12010: Nommern,2021,1439,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12010: Nommern,2022,1448,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM12010: Nommern,2023,1437,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02005: Ettelbruck,2015,8347,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02005: Ettelbruck,2016,8541,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02005: Ettelbruck,2017,8833,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02005: Ettelbruck,2018,8735,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02005: Ettelbruck,2019,8926,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02005: Ettelbruck,2020,9148,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02005: Ettelbruck,2021,9246,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02005: Ettelbruck,2022,9362,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02005: Ettelbruck,2023,9688,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03007: Saeul,2015,710,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03007: Saeul,2016,723,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03007: Saeul,2017,780,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03007: Saeul,2018,790,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03007: Saeul,2019,844,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03007: Saeul,2020,857,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03007: Saeul,2021,874,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03007: Saeul,2022,958,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03007: Saeul,2023,983,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT06: Canton Echternach,2015,17728,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT06: Canton Echternach,2016,18007,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT06: Canton Echternach,2017,18702,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT06: Canton Echternach,2018,18899,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT06: Canton Echternach,2019,18944,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT06: Canton Echternach,2020,19189,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT06: Canton Echternach,2021,19463,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT06: Canton Echternach,2022,19716,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT06: Canton Echternach,2023,20280,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06004: Consdorf,2015,1883,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06004: Consdorf,2016,1902,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06004: Consdorf,2017,1953,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06004: Consdorf,2018,2005,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06004: Consdorf,2019,2024,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06004: Consdorf,2020,2101,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06004: Consdorf,2021,2123,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06004: Consdorf,2022,2116,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06004: Consdorf,2023,2117,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11003: Hesperange,2015,14393,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11003: Hesperange,2016,14650,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11003: Hesperange,2017,15049,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11003: Hesperange,2018,15246,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11003: Hesperange,2019,15479,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11003: Hesperange,2020,15584,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11003: Hesperange,2021,15657,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11003: Hesperange,2022,15883,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM11003: Hesperange,2023,16433,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02002: Bourscheid,2015,1647,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02002: Bourscheid,2016,1751,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02002: Bourscheid,2017,1820,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02002: Bourscheid,2018,1764,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02002: Bourscheid,2019,1725,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02002: Bourscheid,2020,1718,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02002: Bourscheid,2021,1701,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02002: Bourscheid,2022,1683,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02002: Bourscheid,2023,1678,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02003: Diekirch,2015,6728,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02003: Diekirch,2016,6896,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02003: Diekirch,2017,6472,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02003: Diekirch,2018,6756,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02003: Diekirch,2019,6988,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02003: Diekirch,2020,7042,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02003: Diekirch,2021,7047,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02003: Diekirch,2022,7168,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02003: Diekirch,2023,7295,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02009: Schieren,2015,1847,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02009: Schieren,2016,1902,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02009: Schieren,2017,2004,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02009: Schieren,2018,2036,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02009: Schieren,2019,2024,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02009: Schieren,2020,2039,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02009: Schieren,2021,2073,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02009: Schieren,2022,2111,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02009: Schieren,2023,2149,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03001: Beckerich,2015,2408,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03001: Beckerich,2016,2437,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03001: Beckerich,2017,2489,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03001: Beckerich,2018,2518,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03001: Beckerich,2019,2619,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03001: Beckerich,2020,2708,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03001: Beckerich,2021,2784,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03001: Beckerich,2022,2812,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM03001: Beckerich,2023,2866,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05007: Winseler,2015,1140,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05007: Winseler,2016,1162,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05007: Winseler,2017,1285,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05007: Winseler,2018,1344,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05007: Winseler,2019,1365,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05007: Winseler,2020,1365,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05007: Winseler,2021,1403,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05007: Winseler,2022,1439,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM05007: Winseler,2023,1455,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06005: Echternach,2015,5344,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06005: Echternach,2016,5249,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06005: Echternach,2017,5530,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06005: Echternach,2018,5614,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06005: Echternach,2019,5618,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06005: Echternach,2020,5617,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06005: Echternach,2021,5650,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06005: Echternach,2022,5705,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06005: Echternach,2023,5870,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06006: Rosport - Mompach,2015,3383,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06006: Rosport - Mompach,2016,3505,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06006: Rosport - Mompach,2017,3596,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06006: Rosport - Mompach,2018,3669,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06006: Rosport - Mompach,2019,3644,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06006: Rosport - Mompach,2020,3613,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06006: Rosport - Mompach,2021,3631,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06006: Rosport - Mompach,2022,3640,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM06006: Rosport - Mompach,2023,3704,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT10: Canton Esch,2015,164604,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT10: Canton Esch,2016,167955,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT10: Canton Esch,2017,172687,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT10: Canton Esch,2018,176820,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT10: Canton Esch,2019,180275,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT10: Canton Esch,2020,183364,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT10: Canton Esch,2021,185184,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT10: Canton Esch,2022,186468,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CT10: Canton Esch,2023,189540,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10006: Kayl,2015,8121,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10006: Kayl,2016,8247,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10006: Kayl,2017,8982,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10006: Kayl,2018,9098,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10006: Kayl,2019,9315,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10006: Kayl,2020,9506,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10006: Kayl,2021,9668,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10006: Kayl,2022,9721,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM10006: Kayl,2023,9865,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01001: Clervaux,2015,4815,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01001: Clervaux,2016,4847,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01001: Clervaux,2017,5069,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01001: Clervaux,2018,5228,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01001: Clervaux,2019,5340,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01001: Clervaux,2020,5463,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01001: Clervaux,2021,5605,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01001: Clervaux,2022,5772,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM01001: Clervaux,2023,6021,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02001: Bettendorf,2015,2630,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02001: Bettendorf,2016,2659,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02001: Bettendorf,2017,2753,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02001: Bettendorf,2018,2821,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02001: Bettendorf,2019,2857,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02001: Bettendorf,2020,2907,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02001: Bettendorf,2021,2902,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02001: Bettendorf,2022,2959,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02001: Bettendorf,2023,3052,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02006: Feulen,2015,1793,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02006: Feulen,2016,1903,,,,,,0: Zéro
LU1:DF_X021(1.0),A: Annuelle,CM02006: Feulen,2017,2062,,,,,,0: Zéro
