"","CELLCODE","maxm2LAU2","COMMUNE","m2_sh_of_LAU2","Pop2021EU","SumPop2021EU","Pop2021EU_sh_of_LAU2","SumSurf2012_m2","SumSurf2018_m2","LAU2Surf2012_m2","LAU2Surf2018_m2","Urban2012_sh_of_LAU2","Urban2018_sh_of_LAU2","artifLand_capita18"
"579","1kmE4038N2951","0304","Luxembourg",0.0185185185185185,490,128900,0.00380139643134213,42630.9982703849,42630.9982703849,7129802.73769597,7300220.29241349,0.00597926756724848,0.00583968655229319,87.0020372864999
"707","1kmE4038N2952","0309","Strassen",0.111111111111111,1600,10648,0.150262960180316,155879.444399488,160810.477524527,905441.66163075,954177.755327958,0.172158462554883,0.168533039705222,100.506548452829
"605","1kmE4038N2953","0304","Luxembourg",0.0185185185185185,338,128900,0.002622187742436,15850.9832426313,20657.6208671704,7129802.73769597,7300220.29241349,0.00222320081295175,0.00282972568494107,61.1172215005042
"606","1kmE4038N2954","0304","Luxembourg",0.0185185185185185,0,128900,0,0,0,7129802.73769597,7300220.29241349,0,0,NA
"584","1kmE4038N2955","0304","Luxembourg",0.0185185185185185,140,128900,0.00108611326609775,13470.6642336992,13470.6642336992,7129802.73769597,7300220.29241349,0.00188934599304949,0.00184524078645929,96.2190302407083
"169","1kmE4038N2956","0107","Kopstal",0.142857142857143,1017,3523,0.288674425205791,98083.0861143155,102374.975811648,418020.817334202,421266.599870404,0.234636845934635,0.243017072426682,100.663693030136
"166","1kmE4038N2957","0107","Kopstal",0.142857142857143,1264,3523,0.358785126312802,182612.696480681,181566.589319551,418020.817334202,421266.599870404,0.436850723476493,0.431001625515545,143.644453575594
"167","1kmE4038N2958","0107","Kopstal",0.142857142857143,50,3523,0.0141924496168039,12419.4431425003,12419.4431425003,418020.817334202,421266.599870404,0.0297101068355913,0.0294811958658031,248.388862850006
"131","1kmE4038N2959","0105","Kehlen",0.0344827586206897,3,6123,0.000489955903968643,0,0,984191.313990009,1003994.75884186,0,0,0
"123","1kmE4038N2960","0105","Kehlen",0.0344827586206897,0,6123,0,0,0,984191.313990009,1003994.75884186,0,0,NA
"928","1kmE4038N2961","0409","Mersch",0.0204081632653061,0,9956,0,0,0,1236887.38446155,1277808.37221046,0,0,NA
"927","1kmE4038N2962","0409","Mersch",0.0204081632653061,0,9956,0,0,0,1236887.38446155,1277808.37221046,0,0,NA
"925","1kmE4038N2963","0409","Mersch",0.0204081632653061,12,9956,0.00120530333467256,2080.62101285234,2080.62101285234,1236887.38446155,1277808.37221046,0.001682142642079,0.00162827311050803,173.385084404362
"914","1kmE4038N2964","0409","Mersch",0.0204081632653061,3,9956,0.00030132583366814,0,0,1236887.38446155,1277808.37221046,0,0,0
"906","1kmE4038N2965","0409","Mersch",0.0204081632653061,3,9956,0.00030132583366814,0,0,1236887.38446155,1277808.37221046,0,0,0
"910","1kmE4038N2966","0409","Mersch",0.0204081632653061,393,9956,0.0394736842105263,52514.6282259792,60979.6977833494,1236887.38446155,1277808.37221046,0.042457081287833,0.0477220991108873,155.164625402925
"907","1kmE4038N2967","0409","Mersch",0.0204081632653061,574,9956,0.0576536761751708,89827.6916313964,89827.6916314267,1236887.38446155,1277808.37221046,0.0726239856270349,0.0702982493971572,156.494236291684
"909","1kmE4038N2968","0409","Mersch",0.0204081632653061,0,9956,0,0,0,1236887.38446155,1277808.37221046,0,0,NA
"921","1kmE4038N2969","0409","Mersch",0.0204081632653061,0,9956,0,0,0,1236887.38446155,1277808.37221046,0,0,NA
"766","1kmE4038N2970","0402","Bissen",0.05,74,3316,0.0223160434258142,14140.8626461284,14140.8626461284,427718.521970192,445182.652165409,0.0330611416615573,0.0317641816844074,191.092738461195
"751","1kmE4038N2971","0402","Bissen",0.05,1281,3316,0.386308805790109,190472.616358385,191626.130085265,427718.521970192,445182.652165409,0.445322347699639,0.430443839518854,149.591046124329
"762","1kmE4038N2972","0402","Bissen",0.05,79,3316,0.0238238841978287,10313.5879298208,10535.5313399356,427718.521970192,445182.652165409,0.0241130262077814,0.0236656376628554,133.361156201716
"747","1kmE4038N2973","0401","Colmar-Berg",0.0909090909090909,0,1754,0,0,0,181395.322394951,181395.322394951,0,0,NA
"750","1kmE4038N2974","0401","Colmar-Berg",0.0909090909090909,0,1754,0,0,0,181395.322394951,181395.322394951,0,0,NA
"749","1kmE4038N2975","0401","Colmar-Berg",0.0909090909090909,0,1754,0,0,0,181395.322394951,181395.322394951,0,0,NA
"1444","1kmE4038N2976","0605","Ettelbruck",0.0666666666666667,0,8959,0,0,0,687621.437131976,687621.43713207,0,0,NA
"1443","1kmE4038N2977","0605","Ettelbruck",0.0666666666666667,0,8959,0,0,0,687621.437131976,687621.43713207,0,0,NA
"1441","1kmE4038N2978","0605","Ettelbruck",0.0666666666666667,202,8959,0.0225471592811698,30033.1818062224,30033.1818062224,687621.437131976,687621.43713207,0.0436769131740406,0.0436769131740347,148.679117852586
"1442","1kmE4038N2979","0605","Ettelbruck",0.0666666666666667,0,8959,0,0,0,687621.437131976,687621.43713207,0,0,NA
"1379","1kmE4038N2980","0602","Bourscheid",0.027027027027027,0,1635,0,0,0,444223.494899492,455150.545071423,0,0,NA
"1389","1kmE4038N2981","0602","Bourscheid",0.027027027027027,5,1635,0.00305810397553517,0,0,444223.494899492,455150.545071423,0,0,0
"1386","1kmE4038N2982","0602","Bourscheid",0.027027027027027,171,1635,0.104587155963303,38444.4474966841,38444.4474966841,444223.494899492,455150.545071423,0.086543030564789,0.0844653442975693,224.821330389966
"1392","1kmE4038N2983","0602","Bourscheid",0.027027027027027,0,1635,0,0,0,444223.494899492,455150.545071423,0,0,NA
"1391","1kmE4038N2984","0602","Bourscheid",0.027027027027027,323,1635,0.197553516819572,63451.0619488885,74320.4783829151,444223.494899492,455150.545071423,0.142835898320157,0.163287684015082,230.094360318623
"1404","1kmE4038N2985","0602","Bourscheid",0.027027027027027,108,1635,0.0660550458715596,58656.3545732259,58713.988311102,444223.494899492,455150.545071423,0.13204244090353,0.128999050856653,543.648039917611
"1408","1kmE4038N2986","0602","Bourscheid",0.027027027027027,7,1635,0.00428134556574924,0,0,444223.494899492,455150.545071423,0,0,0
"1395","1kmE4038N2987","0602","Bourscheid",0.027027027027027,128,1635,0.0782874617737003,73256.1038740363,73256.1038740411,444223.494899492,455150.545071423,0.164908215605775,0.160949173119293,572.313311515946
"1383","1kmE4038N2988","0602","Bourscheid",0.027027027027027,0,1635,0,0,0,444223.494899492,455150.545071423,0,0,NA
"1400","1kmE4038N2989","0602","Bourscheid",0.027027027027027,7,1635,0.00428134556574924,0,0,444223.494899492,455150.545071423,0,0,0
"1207","1kmE4038N2990","0503","Parc Hosingen",0.0125,0,3890,0,0,0,895727.4473068,915197.507320525,0,0,NA
"1194","1kmE4038N2991","0503","Parc Hosingen",0.0125,39,3890,0.010025706940874,21950.9137646347,26591.2802093659,895727.4473068,915197.507320525,0.0245062421952514,0.0290552367075591,681.827697676048
"1200","1kmE4038N2992","0503","Parc Hosingen",0.0125,78,3890,0.0200514138817481,14607.6861934276,14607.6861934155,895727.4473068,915197.507320525,0.0163081819557375,0.0159612390512112,187.278028120711
"1224","1kmE4038N2993","0503","Parc Hosingen",0.0125,0,3890,0,0,0,895727.4473068,915197.507320525,0,0,NA
"1190","1kmE4038N2994","0503","Parc Hosingen",0.0125,0,3890,0,0,0,895727.4473068,915197.507320525,0,0,NA
"1212","1kmE4038N2995","0503","Parc Hosingen",0.0125,0,3890,0,0,0,895727.4473068,915197.507320525,0,0,NA
"1217","1kmE4038N2996","0503","Parc Hosingen",0.0125,57,3890,0.0146529562982005,24531.7007734571,25366.5635908625,895727.4473068,915197.507320525,0.0273874612720834,0.0277170374568978,445.02743141864
"1250","1kmE4038N2997","0503","Parc Hosingen",0.0125,0,3890,0,900.008954546042,900.008954546042,895727.4473068,915197.507320525,0.00100477992189713,0.000983404071085212,Inf
"1222","1kmE4038N2998","0503","Parc Hosingen",0.0125,19,3890,0.00488431876606684,3600.44955474529,3600.44955474529,895727.4473068,915197.507320525,0.00401958158764793,0.00393406835786357,189.497344986594
"1049","1kmE4038N2999","0501","Clervaux",0.010989010989011,0,5725,0,0,0,1258436.64111143,1271408.09846965,0,0,NA
"1036","1kmE4038N3000","0501","Clervaux",0.010989010989011,146,5725,0.0255021834061135,43861.3509629766,43861.3509629766,1258436.64111143,1271408.09846965,0.0348538412901256,0.0344982472707001,300.420212075182
"1011","1kmE4038N3001","0501","Clervaux",0.010989010989011,12,5725,0.00209606986899563,4930.94426334028,4930.94426334028,1258436.64111143,1271408.09846965,0.00391830951376729,0.00387833321910997,410.912021945023
"1014","1kmE4038N3002","0501","Clervaux",0.010989010989011,0,5725,0,0,0,1258436.64111143,1271408.09846965,0,0,NA
"995","1kmE4038N3003","0501","Clervaux",0.010989010989011,129,5725,0.0225327510917031,48140.6096745432,48140.609674543,1258436.64111143,1271408.09846965,0.0382542975163423,0.0378640105663069,373.183020732892
"986","1kmE4038N3004","0501","Clervaux",0.010989010989011,3,5725,0.000524017467248908,6175.47953409143,7456.6761841733,1258436.64111143,1271408.09846965,0.00490726297403208,0.00586489593164354,2485.55872805777
"978","1kmE4038N3005","0501","Clervaux",0.010989010989011,154,5725,0.0268995633187773,37636.3422555882,39334.2184034426,1258436.64111143,1271408.09846965,0.029907220614896,0.0309375238767063,255.417002619757
"1317","1kmE4038N3006","0505","Weiswampach",0.024390243902439,0,2213,0,0,0,433788.838819703,461214.26383445,0,0,NA
"1312","1kmE4038N3007","0505","Weiswampach",0.024390243902439,6,2213,0.00271125169453231,0,0,433788.838819703,461214.26383445,0,0,0
"1313","1kmE4038N3008","0505","Weiswampach",0.024390243902439,101,2213,0.0456394035246272,28173.633649613,28173.633649613,433788.838819703,461214.26383445,0.0649478066938529,0.0610857812925876,278.946867817951
"1314","1kmE4038N3009","0505","Weiswampach",0.024390243902439,5,2213,0.00225937641211026,4683.52680745404,4683.52680745404,433788.838819703,461214.26383445,0.0107967895628607,0.0101547744176775,936.705361490807
"1320","1kmE4038N3010","0505","Weiswampach",0.024390243902439,0,2213,0,0,0,433788.838819703,461214.26383445,0,0,NA
"1266","1kmE4038N3011","0504","Troisvierges",0.0217391304347826,3,3475,0.000863309352517986,0,0,745848.447986905,752483.217970943,0,0,0
"1269","1kmE4038N3012","0504","Troisvierges",0.0217391304347826,24,3475,0.00690647482014389,0,0,745848.447986905,752483.217970943,0,0,0
"289","1kmE4039N2936","0203","Dudelange",0.0357142857142857,0,21774,0,0,0,1890403.07641362,1922451.21959577,0,0,NA
"286","1kmE4039N2937","0203","Dudelange",0.0357142857142857,0,21774,0,0,0,1890403.07641362,1922451.21959577,0,0,NA
"285","1kmE4039N2938","0203","Dudelange",0.0357142857142857,0,21774,0,0,0,1890403.07641362,1922451.21959577,0,0,NA
"282","1kmE4039N2939","0203","Dudelange",0.0357142857142857,4,21774,0.000183705336640029,0,0,1890403.07641362,1922451.21959577,0,0,0
"228","1kmE4039N2940","0201","Bettembourg",0.0476190476190476,1517,11372,0.133397819205065,129346.428047255,162525.978133159,1115794.6265093,1158354.549832,0.115923150169586,0.140307627018628,107.136439112168
"223","1kmE4039N2941","0201","Bettembourg",0.0476190476190476,2820,11372,0.247977488568414,284253.974162381,284253.974162381,1115794.6265093,1158354.549832,0.254754743757509,0.245394619638354,100.799281617866
"433","1kmE4039N2942","0211","Roeser",0.0476190476190476,124,6542,0.0189544481809844,17521.1000336833,17521.1000336833,848266.808207787,862107.696361596,0.020655175782136,0.0203235629465189,141.299193820027
"446","1kmE4039N2943","0211","Roeser",0.0476190476190476,0,6542,0,0,0,848266.808207787,862107.696361596,0,0,NA
"441","1kmE4039N2944","0211","Roeser",0.0476190476190476,4,6542,0.00061143381228982,0,0,848266.808207787,862107.696361596,0,0,0
"448","1kmE4039N2945","0211","Roeser",0.0476190476190476,179,6542,0.0273616630999694,42690.6521782923,44209.5541435117,848266.808207787,862107.696361596,0.0503269157359686,0.0512807788749502,246.980749405093
"603","1kmE4039N2946","0304","Luxembourg",0.0185185185185185,110,128900,0.000853374709076804,25622.4104606397,25972.4174421255,7129802.73769597,7300220.29241349,0.00359370538053901,0.00355775804041372,236.112885837504
"594","1kmE4039N2947","0304","Luxembourg",0.0185185185185185,6,128900,4.65477114041893e-05,0,0,7129802.73769597,7300220.29241349,0,0,0
"595","1kmE4039N2948","0304","Luxembourg",0.0185185185185185,515,128900,0.00399534522885958,77112.72797808,81502.3794450068,7129802.73769597,7300220.29241349,0.010815548594406,0.0111643726052631,158.257047466033
"611","1kmE4039N2949","0304","Luxembourg",0.0185185185185185,3564,128900,0.0276493405740884,187902.041775881,233479.277172277,7129802.73769597,7300220.29241349,0.0263544516852372,0.0319824974891391,65.510459363714
"607","1kmE4039N2950","0304","Luxembourg",0.0185185185185185,2409,128900,0.018688906128782,87776.8973824341,122806.939873579,7129802.73769597,7300220.29241349,0.012311265908992,0.0168223608267277,50.9783893207053
"599","1kmE4039N2951","0304","Luxembourg",0.0185185185185185,8952,128900,0.0694491854150504,504729.943584676,512536.756033323,7129802.73769597,7300220.29241349,0.0707915719625901,0.0702083958433364,57.2538824880835
"587","1kmE4039N2952","0304","Luxembourg",0.0185185185185185,3971,128900,0.0308068269976726,237331.607423959,237331.607423959,7129802.73769597,7300220.29241349,0.033287261394928,0.0325101980375302,59.7662068556936
"602","1kmE4039N2953","0304","Luxembourg",0.0185185185185185,876,128900,0.00679596586501164,58248.5082005524,58248.5082005524,7129802.73769597,7300220.29241349,0.00816972226911507,0.00797900691587146,66.4937308225484
"590","1kmE4039N2954","0304","Luxembourg",0.0185185185185185,0,128900,0,0,0,7129802.73769597,7300220.29241349,0,0,NA
"615","1kmE4039N2955","0304","Luxembourg",0.0185185185185185,6,128900,4.65477114041893e-05,0,0,7129802.73769597,7300220.29241349,0,0,0
"164","1kmE4039N2956","0107","Kopstal",0.142857142857143,0,3523,0,0,0,418020.817334202,421266.599870404,0,0,NA
"700","1kmE4039N2957","0308","Steinsel",0.0434782608695652,16,5669,0.00282236726053978,3308.71519267932,3308.71519267932,715788.247863169,746198.51747949,0.00462247767067533,0.00443409510361331,206.794699542457
"694","1kmE4039N2958","0308","Steinsel",0.0434782608695652,0,5669,0,0,0,715788.247863169,746198.51747949,0,0,NA
"690","1kmE4039N2959","0308","Steinsel",0.0434782608695652,0,5669,0,0,0,715788.247863169,746198.51747949,0,0,NA
"891","1kmE4039N2960","0408","Lorentzweiler",0.0625,0,4278,0,0,0,534764.858670984,562702.042749556,0,0,NA
"885","1kmE4039N2961","0408","Lorentzweiler",0.0625,0,4278,0,0,0,534764.858670984,562702.042749556,0,0,NA
"941","1kmE4039N2962","0409","Mersch",0.0204081632653061,0,9956,0,0,0,1236887.38446155,1277808.37221046,0,0,NA
"930","1kmE4039N2963","0409","Mersch",0.0204081632653061,238,9956,0.0239051828043391,36083.9427435906,36083.9427435906,1236887.38446155,1277808.37221046,0.0291731835872018,0.0282389312265731,151.613204805003
"931","1kmE4039N2964","0409","Mersch",0.0204081632653061,2,9956,0.000200883889112093,650.779367878661,650.779367878661,1236887.38446155,1277808.37221046,0.000526142780704293,0.000509293398002148,325.38968393933
"926","1kmE4039N2965","0409","Mersch",0.0204081632653061,19,9956,0.00190839694656489,2562.84590497306,2562.84590497306,1236887.38446155,1277808.37221046,0.00207201232478309,0.00200565746845094,134.886626577529
"913","1kmE4039N2966","0409","Mersch",0.0204081632653061,1114,9956,0.111892326235436,174228.62827925,174228.62827925,1236887.38446155,1277808.37221046,0.140860542736553,0.136349574841065,156.399127719255
"905","1kmE4039N2967","0409","Mersch",0.0204081632653061,949,9956,0.0953194053836882,112394.389215699,112394.389215698,1236887.38446155,1277808.37221046,0.0908687327784714,0.0879587203058219,118.434551333717
"902","1kmE4039N2968","0409","Mersch",0.0204081632653061,9,9956,0.000903977501004419,654.595443946123,654.595443946123,1236887.38446155,1277808.37221046,0.000529228005855267,0.000512279820810492,72.7328271051248
"898","1kmE4039N2969","0409","Mersch",0.0204081632653061,0,9956,0,0,0,1236887.38446155,1277808.37221046,0,0,NA
"770","1kmE4039N2970","0402","Bissen",0.05,6,3316,0.00180940892641737,0,0,427718.521970192,445182.652165409,0,0,0
"765","1kmE4039N2971","0402","Bissen",0.05,52,3316,0.0156815440289505,8219.12929815659,8219.12929820726,427718.521970192,445182.652165409,0.0192162108395423,0.0184623755176188,158.060178811678
"742","1kmE4039N2972","0401","Colmar-Berg",0.0909090909090909,7,1754,0.00399087799315849,0,0,181395.322394951,181395.322394951,0,0,0
"745","1kmE4039N2973","0401","Colmar-Berg",0.0909090909090909,425,1754,0.24230330672748,30154.7786326576,30154.7786326576,181395.322394951,181395.322394951,0.166237906438413,0.166237906438413,70.9524203121355
"744","1kmE4039N2974","0401","Colmar-Berg",0.0909090909090909,456,1754,0.259977194982896,51989.8814210777,51989.8814210777,181395.322394951,181395.322394951,0.286610926536907,0.286610926536907,114.012897853241
"1518","1kmE4039N2975","0609","Schieren",0.0909090909090909,4,2620,0.00152671755725191,4773.57064894587,4773.57064894587,297891.175456523,297891.175456523,0.0160245453448908,0.0160245453448908,1193.39266223647
"1448","1kmE4039N2976","0605","Ettelbruck",0.0666666666666667,7,8959,0.000781337202812814,0,0,687621.437131976,687621.43713207,0,0,0
"1455","1kmE4039N2977","0605","Ettelbruck",0.0666666666666667,282,8959,0.0314767273133162,38971.2871266485,38971.2871266485,687621.437131976,687621.43713207,0.0566754976243836,0.0566754976243758,138.196053640598
"1453","1kmE4039N2978","0605","Ettelbruck",0.0666666666666667,853,8959,0.0952115191427615,106136.560327426,106136.560327426,687621.437131976,687621.43713207,0.154353187082291,0.15435318708227,124.42738608139
"1452","1kmE4039N2979","0605","Ettelbruck",0.0666666666666667,1066,8959,0.118986494028351,105266.863435145,105266.863435146,687621.437131976,687621.43713207,0.153088396828065,0.153088396828047,98.749402847229
"1447","1kmE4039N2980","0605","Ettelbruck",0.0666666666666667,0,8959,0,0,0,687621.437131976,687621.43713207,0,0,NA
"1434","1kmE4039N2981","0604","Erpeldange-sur-Sûre",0.0555555555555556,21,2814,0.00746268656716418,5844.83314928841,5844.83314928841,422552.582896213,430252.280722294,0.0138322031052973,0.0135846651166527,278.325388061353
"1424","1kmE4039N2982","0604","Erpeldange-sur-Sûre",0.0555555555555556,66,2814,0.023454157782516,3622.10851071727,3622.10851058863,422552.582896213,430252.280722294,0.00857197105716647,0.00841856899516709,54.8804319786157
"1437","1kmE4039N2983","0604","Erpeldange-sur-Sûre",0.0555555555555556,20,2814,0.00710732054015636,3374.18913585129,3374.18913585129,422552.582896213,430252.280722294,0.00798525265831841,0.00784235037682266,168.709456792565
"1399","1kmE4039N2984","0602","Bourscheid",0.027027027027027,29,1635,0.017737003058104,100.103698477335,100.103698477335,444223.494899492,455150.545071423,0.000225345348966705,0.000219935358885766,3.45185167163225
"1407","1kmE4039N2985","0602","Bourscheid",0.027027027027027,131,1635,0.0801223241590214,27335.755134714,27335.755134714,444223.494899492,455150.545071423,0.0615360408636172,0.0600587111906554,208.669886524534
"1406","1kmE4039N2986","0602","Bourscheid",0.027027027027027,9,1635,0.0055045871559633,582.86089229323,582.86089229323,444223.494899492,455150.545071423,0.00131208929510832,0.00128058924372323,64.7623213659144
"1409","1kmE4039N2987","0602","Bourscheid",0.027027027027027,6,1635,0.0036697247706422,0,0,444223.494899492,455150.545071423,0,0,0
"1195","1kmE4039N2988","0503","Parc Hosingen",0.0125,226,3890,0.0580976863753213,70883.2459384967,70883.2459384955,895727.4473068,915197.507320525,0.079134837445947,0.0774513100959205,313.642681143785
"1196","1kmE4039N2989","0503","Parc Hosingen",0.0125,231,3890,0.0593830334190231,63055.8850763094,63055.8850762116,895727.4473068,915197.507320525,0.0703962854614991,0.0688986634817482,272.96919946412
"1210","1kmE4039N2990","0503","Parc Hosingen",0.0125,0,3890,0,0,0,895727.4473068,915197.507320525,0,0,NA
"1246","1kmE4039N2991","0503","Parc Hosingen",0.0125,0,3890,0,0,0,895727.4473068,915197.507320525,0,0,NA
"1221","1kmE4039N2992","0503","Parc Hosingen",0.0125,0,3890,0,179.481853945949,179.481853945949,895727.4473068,915197.507320525,0.000200375521019927,0.000196112699729076,Inf
"1219","1kmE4039N2993","0503","Parc Hosingen",0.0125,282,3890,0.0724935732647815,69760.9330658109,69760.9330657635,895727.4473068,915197.507320525,0.0778818749783345,0.0762250033547474,247.379195268665
"1214","1kmE4039N2994","0503","Parc Hosingen",0.0125,0,3890,0,0,0,895727.4473068,915197.507320525,0,0,NA
"1202","1kmE4039N2995","0503","Parc Hosingen",0.0125,0,3890,0,0,0,895727.4473068,915197.507320525,0,0,NA
"1186","1kmE4039N2996","0503","Parc Hosingen",0.0125,0,3890,0,0,0,895727.4473068,915197.507320525,0,0,NA
"1205","1kmE4039N2997","0503","Parc Hosingen",0.0125,14,3890,0.00359897172236504,3989.4350865426,3989.4350865426,895727.4473068,915197.507320525,0.00445384932496789,0.00435909741299744,284.959649038757
"1206","1kmE4039N2998","0503","Parc Hosingen",0.0125,180,3890,0.0462724935732648,33563.7979661944,38935.2699051729,895727.4473068,915197.507320525,0.0374709941814458,0.0425430244223084,216.307055028738
"1188","1kmE4039N2999","0503","Parc Hosingen",0.0125,56,3890,0.0143958868894602,14749.5507819161,14749.5507819161,895727.4473068,915197.507320525,0.0164665611467683,0.0161162488576911,263.384835391359
"1030","1kmE4039N3000","0501","Clervaux",0.010989010989011,315,5725,0.0550218340611354,56509.6084881617,56509.6084881927,1258436.64111143,1271408.09846965,0.0449046115172341,0.0444464751767835,179.395582502199
"1050","1kmE4039N3001","0501","Clervaux",0.010989010989011,141,5725,0.0246288209606987,49558.6364908218,49558.6364908218,1258436.64111143,1271408.09846965,0.0393811137341427,0.0389793305158854,351.479691424268
"1046","1kmE4039N3002","0501","Clervaux",0.010989010989011,122,5725,0.0213100436681223,41929.4842859173,41929.4842859173,1258436.64111143,1271408.09846965,0.0333187090363849,0.0329787771026364,343.684297425552
"1024","1kmE4039N3003","0501","Clervaux",0.010989010989011,86,5725,0.0150218340611354,51390.1567356105,51390.1567356592,1258436.64111143,1271408.09846965,0.0408365070252751,0.0404198752528915,597.559962042549
"1025","1kmE4039N3004","0501","Clervaux",0.010989010989011,16,5725,0.00279475982532751,11913.3371050079,12924.2690065433,1258436.64111143,1271408.09846965,0.00946677545441324,0.0101653190836993,807.766812908958
"1023","1kmE4039N3005","0501","Clervaux",0.010989010989011,215,5725,0.0375545851528384,78712.7708440731,81679.5555645495,1258436.64111143,1271408.09846965,0.0625480602460488,0.0642433815411939,379.904909602556
"1009","1kmE4039N3006","0501","Clervaux",0.010989010989011,0,5725,0,1501.31560963243,1501.31560963243,1258436.64111143,1271408.09846965,0.00119300055369215,0.00118082904414367,Inf
"1327","1kmE4039N3007","0505","Weiswampach",0.024390243902439,0,2213,0,0,0,433788.838819703,461214.26383445,0,0,NA
"1332","1kmE4039N3008","0505","Weiswampach",0.024390243902439,53,2213,0.0239493899683687,27537.3198101243,27537.3198101243,433788.838819703,461214.26383445,0.0634809320706605,0.0597061322023827,519.572071889138
"1316","1kmE4039N3009","0505","Weiswampach",0.024390243902439,0,2213,0,0,0,433788.838819703,461214.26383445,0,0,NA
"1321","1kmE4039N3010","0505","Weiswampach",0.024390243902439,0,2213,0,0,0,433788.838819703,461214.26383445,0,0,NA
"1333","1kmE4039N3011","0505","Weiswampach",0.024390243902439,1,2213,0.000451875282422052,0,0,433788.838819703,461214.26383445,0,0,0
"1326","1kmE4039N3012","0505","Weiswampach",0.024390243902439,27,2213,0.0122006326253954,0,0,433788.838819703,461214.26383445,0,0,0
"273","1kmE4040N2936","0203","Dudelange",0.0357142857142857,0,21774,0,0,0,1890403.07641362,1922451.21959577,0,0,NA
"288","1kmE4040N2937","0203","Dudelange",0.0357142857142857,0,21774,0,0,0,1890403.07641362,1922451.21959577,0,0,NA
"287","1kmE4040N2938","0203","Dudelange",0.0357142857142857,0,21774,0,0,0,1890403.07641362,1922451.21959577,0,0,NA
"219","1kmE4040N2939","0201","Bettembourg",0.0476190476190476,7,11372,0.000615546957439325,0,0,1115794.6265093,1158354.549832,0,0,0
"217","1kmE4040N2940","0201","Bettembourg",0.0476190476190476,1,11372,8.79352796341892e-05,0,0,1115794.6265093,1158354.549832,0,0,0
"439","1kmE4040N2941","0211","Roeser",0.0476190476190476,238,6542,0.0363803118312443,41831.6535812795,41831.6535812795,848266.808207787,862107.696361596,0.049314264305191,0.0485225381443921,175.763250341511
"435","1kmE4040N2942","0211","Roeser",0.0476190476190476,412,6542,0.0629776826658514,67005.7625304004,67005.7625304004,848266.808207787,862107.696361596,0.0789913761590764,0.0777231926048089,162.635345947574
"434","1kmE4040N2943","0211","Roeser",0.0476190476190476,590,6542,0.0901864873127484,47381.5116702968,47381.5116703452,848266.808207787,862107.696361596,0.055856849769242,0.0549600843030543,80.3076468988902
"437","1kmE4040N2944","0211","Roeser",0.0476190476190476,62,6542,0.0094772240904922,14188.7573815457,14188.7573815457,848266.808207787,862107.696361596,0.0167267624340078,0.0164582191313538,228.850925508802
"442","1kmE4040N2945","0211","Roeser",0.0476190476190476,2,6542,0.00030571690614491,4172.04410848506,4743.93620135672,848266.808207787,862107.696361596,0.00491831587434115,0.00550271876863858,2371.96810067836
"550","1kmE4040N2946","0303","Hesperange",0.037037037037037,10,15052,0.00066436353972894,118.985398947634,778.563086136058,1438647.27020103,1442980.62144263,8.27064433459131e-05,0.000539552004071741,77.8563086136058
"581","1kmE4040N2947","0304","Luxembourg",0.0185185185185185,0,128900,0,0,0,7129802.73769597,7300220.29241349,0,0,NA
"612","1kmE4040N2948","0304","Luxembourg",0.0185185185185185,1902,128900,0.014755624515128,0,0,7129802.73769597,7300220.29241349,0,0,0
"573","1kmE4040N2949","0304","Luxembourg",0.0185185185185185,5641,128900,0.0437626066718386,270172.425479635,270172.425479635,7129802.73769597,7300220.29241349,0.0378933941680051,0.037008804482298,47.8944204005735
"583","1kmE4040N2950","0304","Luxembourg",0.0185185185185185,5604,128900,0.0434755624515128,289306.72816453,289306.728164583,7129802.73769597,7300220.29241349,0.0405771013319817,0.0396298627406128,51.6250407145937
"571","1kmE4040N2951","0304","Luxembourg",0.0185185185185185,6213,128900,0.048200155159038,428500.526864701,428500.526864784,7129802.73769597,7300220.29241349,0.0600999133677537,0.0586969310104367,68.9683770907427
"570","1kmE4040N2952","0304","Luxembourg",0.0185185185185185,7105,128900,0.0551202482544608,365664.526809257,365664.526809257,7129802.73769597,7300220.29241349,0.0512867663050413,0.0500895195161797,51.4658025065808
"585","1kmE4040N2953","0304","Luxembourg",0.0185185185185185,4157,128900,0.0322498060512025,192029.701128303,206585.814505326,7129802.73769597,7300220.29241349,0.0269333820574058,0.0282985726773223,49.695889945953
"613","1kmE4040N2954","0304","Luxembourg",0.0185185185185185,170,128900,0.0013188518231187,21782.8099527281,21782.8099526826,7129802.73769597,7300220.29241349,0.00305517708611491,0.00298385652489414,128.134176192251
"601","1kmE4040N2955","0304","Luxembourg",0.0185185185185185,31,128900,0.000240496508921645,5927.18660255745,5927.18660255745,7129802.73769597,7300220.29241349,0.000831325468686508,0.000811918868902776,191.199567824434
"715","1kmE4040N2956","0310","Walferdange",0.142857142857143,741,8060,0.0919354838709677,137205.298991822,137205.298991822,828819.918604282,838976.066502863,0.165542955607139,0.163538990526559,185.162346817573
"685","1kmE4040N2957","0308","Steinsel",0.0434782608695652,145,5669,0.0255777032986417,16948.4265243233,16948.4265243233,715788.247863169,746198.51747949,0.0236779893703468,0.0227130262621959,116.885700167747
"684","1kmE4040N2958","0308","Steinsel",0.0434782608695652,580,5669,0.102310813194567,74626.685922673,74626.685922673,715788.247863169,746198.51747949,0.104258048585535,0.100009158654921,128.666699866678
